PUBCHEM_RESULT_TAG,PUBCHEM_SID,PUBCHEM_CID,PUBCHEM_ACTIVITY_OUTCOME,PUBCHEM_ACTIVITY_SCORE,PUBCHEM_ACTIVITY_URL,PUBCHEM_ASSAYDATA_COMMENT,Phenotype,Potency,Efficacy,Analysis Comment,Activity_Score,Curve_Description,Fit_LogAC50,Fit_HillSlope,Fit_R2,Fit_InfiniteActivity,Fit_ZeroActivity,Fit_CurveClass,Excluded_Points,Max_Response,Activity at 0.0000073700 uM,Activity at 0.0000311978 uM,Activity at 0.0000755538 uM,Activity at 0.0001700784 uM,Activity at 0.0003537877 uM,Activity at 0.0007609388 uM,Activity at 0.00133 uM,Activity at 0.00267 uM,Activity at 0.00634 uM,Activity at 0.00855 uM,Activity at 0.017 uM,Activity at 0.041 uM,Activity at 0.071 uM,Activity at 0.179 uM,Activity at 0.354 uM,Activity at 0.663 uM,Activity at 1.576 uM,Activity at 1.933 uM,Activity at 5.110 uM,Activity at 9.286 uM,Activity at 17.35 uM,Activity at 44.46 uM,Activity at 93.38 uM,Activity at 162.7 uM,Compound QC
725,144203752,4507,Inactive,0,http://assay.nih.gov/htsws/rest/display/mdr-p1-kb31-fda/NCGC00015713-07/118813813,,Inactive,,,,0,,,4.9549,0.5628,-15.3079,0.5,4,0 0 0 0 0 0 0,-12.7566,,,,,,,,4.0544,,,2.9061,,-6.7072,,5.1419,,,-4.3483,,1.6483,,-12.7566,,,QC'd by BIOMOL
726,144203753,4497,Inactive,0,http://assay.nih.gov/htsws/rest/display/mdr-p1-kb31-fda/NCGC00015714-09/118814289,,Inactive,,,,0,,,4.4495,0.4558,10.5,0.2025,4,0 0 0 0 0 0 1,2.3997,,,,,,,,1.271,,,5.6984,,-0.2109,,-6.4979,,,0,,8.7591,,2.3997,,,QC'd by BIOMOL
727,144203754,4500,Inactive,0,http://assay.nih.gov/htsws/rest/display/mdr-p1-kb31-fda/NCGC00015715-04/118816054,,Inactive,,,,0,,,4.9549,0.7251,0.5,-5.4914,4,0 0 0 0 0 0 0,0.2707,,,,,,,,-4.5321,,,-3.7165,,-7.4928,,3.3286,,,1.1089,,-1.8252,,0.2707,,,QC'd by BIOMOL
728,144203755,4567,Inactive,0,http://assay.nih.gov/htsws/rest/display/mdr-p1-kb31-fda/NCGC00015716-05/118813828,,Inactive,,,,0,,,,,,,4,,-11.2575,,,,,,,,-20.2291,,,-22.7972,,6.9075,,-23.6999,,,-18.9637,,-3,,-11.2575,,,QC'd by BIOMOL
729,144203757,4488,Inactive,0,http://assay.nih.gov/htsws/rest/display/mdr-p1-kb31-fda/NCGC00015724-10/118814754,,Inactive,,,,0,,,4.9549,0.5995,-2.4692,1.5,4,0 0 0 0 0 0 0,-3.7681,,,,,,,,1.3969,,,0.735,,-4.5576,,-0.0673,,,-1.4081,,-2.9629,,-3.7681,,,QC'd by BIOMOL
730,144203758,4495,Inactive,0,http://assay.nih.gov/htsws/rest/display/mdr-p1-kb31-fda/NCGC00015725-02/118813712,,Inactive,,,,0,,,,,,,4,,0.3015,,,,,,,-14.2026,,1.385,,,-5.1453,,7.6473,,-15.9841,,,6.4271,,0.3015,,,,QC'd by Prestwick Chemical; Inc.
731,144203759,4472,Inactive,0,http://assay.nih.gov/htsws/rest/display/mdr-p1-kb31-fda/NCGC00015726-06/118815727,,Inactive,,,,0,,,4.9549,0.7721,0.5,-26.0749,4,0 0 0 0 0 0 0,4.6412,,,,,,,,-21.7291,,,3.0184,,-8.9056,,4.3543,,,0.7141,,0.2307,,4.6412,,,QC'd by SigmaAldrich
732,144203760,4477,Inconclusive,25,http://assay.nih.gov/htsws/rest/display/mdr-p1-kb31-fda/NCGC00015735-07/118813247,,Inhibitor,0.7308,77.5586,,25,Complete curve; partial efficacy,-6.1362,1,0.9316,-64.044,13.5146,-1.2,0 0 0 0 0 0 0,-59.5184,,,,,,,,5.5467,,,27.7428,,-5.2345,,-8.9043,,,-41.1165,,-62.5488,,-59.5184,,,QC'd by SigmaAldrich
733,144203761,71398,Inactive,0,http://assay.nih.gov/htsws/rest/display/mdr-p1-kb31-fda/NCGC00015741-06/118814655,,Inactive,,,,0,,,0.8,0.3466,-10.029,-2.1459,4,0 0 0 0 0 0 0,-9.3129,,,,,,,,-7.9645,,,-0.1216,,-8.1105,,-8.173,,,-12.5242,,-8.6935,,-9.3129,,,QC'd by Prestwick Chemical; Inc.
734,144203762,4474,Inactive,0,http://assay.nih.gov/htsws/rest/display/mdr-p1-kb31-fda/NCGC00015747-03/118813329,,Inactive,,,,0,,,4.095,0.6129,3,-9.7564,4,0 0 0 0 0 0 1,-10.3779,,,,,,,,-10.2359,,,-10.5059,,-15.2136,,-2.7317,,,-8.9402,,2.7278,,-10.3779,,,QC'd by BIOMOL
735,144203763,4485,Inconclusive,10,http://assay.nih.gov/htsws/rest/display/mdr-p1-kb31-fda/NCGC00015748-11/118816023,,Inhibitor,4.1095,47.9492,,10,Single point of activity,-5.3862,3.5117,0.902,-46.6599,1.2892,-3,0 0 0 0 0 1 0,-46.6794,,,,,,,,10.4282,,,-4.3723,,-6.8837,,5.9527,,,-1.4881,,28.6557,,-46.6794,,,QC'd by BIOMOL
736,144203764,4493,Inactive,0,http://assay.nih.gov/htsws/rest/display/mdr-p1-kb31-fda/NCGC00015754-08/118816030,,Inactive,,,,0,,,,,,,4,,2.3737,,,,,,,,1.4305,,,0.2054,,-4.4647,,4.7068,,,-15.3863,,4.0486,,2.3737,,,QC'd by SigmaAldrich
737,144203765,39214,Inactive,0,http://assay.nih.gov/htsws/rest/display/mdr-p1-kb31-fda/NCGC00015755-03/118815313,,Inactive,,,,0,,,4.9549,0.3971,1,-4.3187,4,0 0 0 0 0 0 0,2.0887,,,,,,,,-6.6314,,,2.1705,,-8.1823,,0.79,,,1.9753,,-1.2035,,2.0887,,,QC'd by Microsource
738,144203766,4581,Inactive,0,http://assay.nih.gov/htsws/rest/display/mdr-p1-kb31-fda/NCGC00015760-06/118813524,,Inactive,,,,0,,,3.5722,0.4892,-5.6986,5,4,0 0 0 0 0 0 0,-4.3672,,,,,,,,4.5785,,,-4.528,,-8.8173,,-8.9155,,,-8.2478,,2.26,,-4.3672,,,QC'd by BIOMOL
739,144203767,4628,Inactive,0,http://assay.nih.gov/htsws/rest/display/mdr-p1-kb31-fda/NCGC00015762-06/118814989,,Inactive,,,,0,,,4.9549,0.827,-12.723,1.5,4,0 0 0 0 0 0 0,-12.6858,,,,,,,,3.5843,,,-2.2199,,-1.7647,,0.3629,,,6.3182,,-11.6092,,-12.6858,,,QC'd by Microsource
740,144203769,4626,Inactive,0,http://assay.nih.gov/htsws/rest/display/mdr-p1-kb31-fda/NCGC00015768-02/118814751,,Inactive,,,,0,,,4.9549,0.3947,-5.916,3,4,0 0 0 0 0 0 1,3.8239,,,,,,,,1.7233,,,3.813,,-4.7901,,-12.8466,,,3.6284,,-8.8449,,3.8239,,,QC'd by SigmaAldrich
741,144203770,4615,Inactive,0,http://assay.nih.gov/htsws/rest/display/mdr-p1-kb31-fda/NCGC00015774-03/118815643,,Inactive,,,,0,,,0.7,0.5558,23.5,-5.3971,4,0 0 0 0 0 0 0,18.5549,,,,,,,,-1.676,,,0.8475,,-20.331,,6.8328,,,3.0717,,9.6809,,18.5549,,,QC'd by SigmaAldrich
742,144203771,4847,Inactive,0,http://assay.nih.gov/htsws/rest/display/mdr-p1-kb31-fda/NCGC00015784-07/118814941,,Inactive,,,,0,,,4.9549,0.6076,-3.6904,0,4,0 0 0 0 0 0 0,-5.1586,,,,,,,,-1.2238,,,0.1192,,1.2166,,-4.563,,,-4.5366,,-0.6526,,-5.1586,,,QC'd by Microsource
743,144203772,4828,Inactive,0,http://assay.nih.gov/htsws/rest/display/mdr-p1-kb31-fda/NCGC00015786-11/118814465,,Inactive,,,,0,,,1.8079,0.7886,14,-0.8777,4,0 0 0 0 0 0 0,13.4826,,,,,,,,-5.3148,,,3.3642,,-3.0669,,2.6743,,,0,,8.7723,,13.4826,,,QC'd by BIOMOL
744,144203773,4671,Inactive,0,http://assay.nih.gov/htsws/rest/display/mdr-p1-kb31-fda/NCGC00015793-03/118814853,,Inactive,,,,0,,,4.9549,0.3587,-10.4327,-1,4,0 0 0 0 0 0 1,-1.5169,,,,,,,,-2.8485,,,0.7341,,-7.9098,,3.3657,,,1.8259,,-8.2772,,-1.5169,,,QC'd by SigmaAldrich
745,144203774,4740,Inactive,0,http://assay.nih.gov/htsws/rest/display/mdr-p1-kb31-fda/NCGC00015801-02/118813393,,Inactive,,,,0,,,,,,,4,,-13.9317,,,,,,,1.7188,,-16.4048,,,3.9344,,6.0426,,-11.5917,,,-0.8135,,-13.9317,,,,QC'd by Prestwick Chemical; Inc.
746,144203775,16362,Active,41,http://assay.nih.gov/htsws/rest/display/mdr-p1-kb31-fda/NCGC00015802-08/118814101,,Inhibitor,23.1093,105.8911,,41,Partial curve; high efficacy,-4.6362,2.8473,0.9463,-109.9215,-4.0305,-2.1,0 0 0 0 0 0 0,-96.9326,,,,,,,,3.8289,,,1.1291,,-20.857,,-6.0342,,,1.9499,,-10.8475,,-96.9326,,,QC'd by BIOMOL
747,144203776,40632,Inactive,0,http://assay.nih.gov/htsws/rest/display/mdr-p1-kb31-fda/NCGC00015806-03/118816060,,Inactive,,,,0,,,3.1925,0.6582,20.5,-5.4035,4,0 0 0 0 0 0 1,4.1072,,,,,,,,7.2219,,,-12.8085,,-12.8363,,-3.1965,,,2.8565,,20.0426,,4.1072,,,QC'd by SigmaAldrich
748,144203777,6084,Inactive,0,http://assay.nih.gov/htsws/rest/display/mdr-p1-kb31-fda/NCGC00015810-02/118814627,,Inactive,,,,0,,,2.2526,0.7944,-21.9351,-3,4,0 0 0 0 0 0 0,-20.4849,,,,,,,-8.6542,,2.9216,,,-7.8256,,1.1008,,-6.0224,,,-22.0293,,-20.4849,,,,QC'd by Prestwick Chemical; Inc.
749,144203778,4927,Inactive,0,http://assay.nih.gov/htsws/rest/display/mdr-p1-kb31-fda/NCGC00015817-05/118814560,,Inactive,,,,0,,,4.9549,0.8722,5.5,-8.7985,4,0 0 0 0 0 0 0,7.2866,,,,,,,,-8.4067,,,-8.3246,,-8.3005,,-9.4154,,,8.7869,,-0.136,,7.2866,,,QC'd by BIOMOL
750,144203779,4932,Inactive,0,http://assay.nih.gov/htsws/rest/display/mdr-p1-kb31-fda/NCGC00015819-06/118814129,,Inactive,,,,0,,,3.6772,0.5628,0.1938,8,4,0 0 0 0 0 0 0,1.744,,,,,,,,7.9974,,,5.6455,,0.3451,,-6.0885,,,0,,3.8031,,1.744,,,QC'd by BIOMOL
751,144203780,4843,Inactive,0,http://assay.nih.gov/htsws/rest/display/mdr-p1-kb31-fda/NCGC00015821-02/118813317,,Inactive,,,,0,,,0.5,0.6114,3,-22.8271,4,0 0 0 0 0 0 0,4.9276,,,,,,,-15.6892,,-3.7771,,,-8.1452,,-2.1407,,8.2085,,,-4.641,,4.9276,,,,QC'd by Prestwick Chemical; Inc.
752,144203781,4992,Inactive,0,http://assay.nih.gov/htsws/rest/display/mdr-p1-kb31-fda/NCGC00015822-09/118813788,,Inactive,,,,0,,,4.9549,0.573,-10.6719,7,4,0 0 0 0 0 0 0,-12.9553,,,,,,,,4.429,,,-15.1433,,-1.0727,,-13.3909,,,-12.7919,,-7.2504,,-12.9553,,,QC'd by BIOMOL
753,144203782,54676228,Inactive,0,http://assay.nih.gov/htsws/rest/display/mdr-p1-kb31-fda/NCGC00015823-02/118814158,,Inactive,,,,0,,,,,,,4,,-1.5396,,,,,,,-1.169,,-1.191,,,2.0908,,-5.2964,,2.9461,,,-2.0505,,-1.5396,,,,QC'd by Prestwick Chemical; Inc.
754,144203783,1676,Inactive,0,http://assay.nih.gov/htsws/rest/display/mdr-p1-kb31-fda/NCGC00015824-07/118815141,,Inactive,,,,0,,,0.5,0.9744,21,-4.1344,4,0 0 0 0 0 0 0,16.8931,,,,,,,,-3.862,,,-1.3942,,0.6234,,1.5861,,,9.8866,,11.8034,,16.8931,,,QC'd by BIOMOL
755,144203784,4748,Inactive,0,http://assay.nih.gov/htsws/rest/display/mdr-p1-kb31-fda/NCGC00015826-02/118814154,,Inactive,,,,0,,,,,,,4,,-16.0292,,,,,,,-2.9603,,-14.7296,,,0.4016,,-14.6225,,8.1683,,,-10.1847,,-16.0292,,,,QC'd by Prestwick Chemical; Inc.
756,144203785,5917,Inactive,0,http://assay.nih.gov/htsws/rest/display/mdr-p1-kb31-fda/NCGC00015827-06/118815361,,Inactive,,,,0,,,1.7885,0.9758,19.5,0.2433,4,0 0 0 0 0 0 0,18.8802,,,,,,,,1.3385,,,1.0655,,0.1435,,-2.2972,,,2.6346,,13.5323,,18.8802,,,QC'd by BIOMOL
757,144203786,5887,Inactive,0,http://assay.nih.gov/htsws/rest/display/mdr-p1-kb31-fda/NCGC00015829-02/118813556,,Inactive,,,,0,,,3.99,0.9362,24.5,-0.3521,4,0 0 0 0 0 0 1,-0.4909,,,,,,,2.1804,,-3.2101,,,0.5618,,5.5054,,28.2984,,,20.1657,,-0.4909,,,,QC'd by Prestwick Chemical; Inc.
758,144203787,61100,Inactive,0,http://assay.nih.gov/htsws/rest/display/mdr-p1-kb31-fda/NCGC00015830-02/118813798,,Inactive,,,,0,,,4.9549,0.3544,0.5,-7.4036,4,0 0 0 0 0 0 1,-10.0569,,,,,,,-6.336,,0.8397,,,-17.4197,,0.81,,-0.3229,,,0.4499,,-10.0569,,,,QC'd by Prestwick Chemical; Inc.
759,144203788,1046,Inactive,0,http://assay.nih.gov/htsws/rest/display/mdr-p1-kb31-fda/NCGC00015833-09/118814800,,Inactive,,,,0,,,4.9549,0.5285,-18.7875,2,4,0 0 0 0 1 0 0,-13.9896,,,,,,,,4.2428,,,-7.7215,,-1.9282,,4.1713,,,-55.4424,,10.0348,,-13.9896,,,QC'd by SigmaAldrich
760,144203790,4848,Inactive,0,http://assay.nih.gov/htsws/rest/display/mdr-p1-kb31-fda/NCGC00015836-08/118813684,,Inactive,,,,0,,,,,,,4,,-8.4201,,,,,,,,-10.8097,,,-7.0344,,-0.2715,,-11.9057,,,-6.1,,-9.3536,,-8.4201,,,QC'd by BIOMOL
761,144203791,24351,Inactive,0,http://assay.nih.gov/htsws/rest/display/mdr-p1-kb31-fda/NCGC00015838-03/118815379,,Inactive,,,,0,,,0.9,0.6168,1.1901,14,4,0 0 0 0 0 0 0,-0.0737,,,,,,,,11.4818,,,1.6092,,1.6453,,5.9981,,,1.9507,,-0.6749,,-0.0737,,,QC'd by SIGMA
762,144203792,9373,Inactive,0,http://assay.nih.gov/htsws/rest/display/mdr-p1-kb31-fda/NCGC00015841-02/118813711,,Inactive,,,,0,,,4.9549,0.3817,-5.3287,-0.5,4,0 0 0 0 0 0 0,-4.9324,,,,,,,0.5627,,-5.2739,,,-2.6524,,2.2005,,2.9014,,,-4.944,,-4.9324,,,,QC'd by Prestwick Chemical; Inc.
763,144203793,4781,Inactive,0,http://assay.nih.gov/htsws/rest/display/mdr-p1-kb31-fda/NCGC00015846-10/118814828,,Inactive,,,,0,,,4.9549,0.7891,-22.1811,3.5,4,0 0 0 0 0 0 1,0.1888,,,,,,,,8.8869,,,1.0739,,-1.8533,,1.2922,,,7.343,,-15.9842,,0.1888,,,QC'd by SigmaAldrich
764,144203794,4781,Inactive,0,http://assay.nih.gov/htsws/rest/display/mdr-p1-kb31-fda/NCGC00015846-11/118815448,,Activator,18.3564,32.7095,,0,Single point of activity,-4.7362,2.2526,0.9717,34.5,1.7905,3,0 0 0 0 0 0 0,30.7602,,,,,,,,1.5289,,,4.2492,,-0.0884,,3.7781,,,-0.5913,,8.0346,,30.7602,,,QC'd by NCI
765,144203795,6603149,Inactive,0,http://assay.nih.gov/htsws/rest/display/mdr-p1-kb31-fda/NCGC00015851-02/118813857,,Inactive,,,,0,,,,,,,4,,6.9483,,,,,,,12.1846,,14.2048,,,2.1934,,2.118,,15.7502,,,15.4183,,6.9483,,,,QC'd by Prestwick Chemical; Inc.
766,144203796,4850,Inactive,0,http://assay.nih.gov/htsws/rest/display/mdr-p1-kb31-fda/NCGC00015857-05/118814914,,Inactive,,,,0,,,,,,,4,,-6.3588,,,,,,,,-7.6006,,,3.5729,,-4.6369,,-4.1084,,,-9.6424,,-0.6226,,-6.3588,,,QC'd by BIOMOL
767,144203797,4913,Inactive,0,http://assay.nih.gov/htsws/rest/display/mdr-p1-kb31-fda/NCGC00015859-07/118814644,,Inactive,,,,0,,,4.5045,0.783,-15.9985,2.5,4,0 0 0 0 0 0 0,-16.6654,,,,,,,,-7.5803,,,7.5747,,5.1086,,4.8487,,,-11.2006,,-15.4361,,-16.6654,,,QC'd by BIOMOL
768,144203798,4938,Inactive,0,http://assay.nih.gov/htsws/rest/display/mdr-p1-kb31-fda/NCGC00015861-04/118813939,,Inactive,,,,0,,,4.9549,0.372,7,1.0187,4,0 0 0 0 0 0 0,4.6376,,,,,,,,-0.33,,,7.7264,,-4.5678,,5.1733,,,9.8172,,6.1329,,4.6376,,,QC'd by BIOMOL
769,144203799,5795,Inactive,0,http://assay.nih.gov/htsws/rest/display/mdr-p1-kb31-fda/NCGC00015864-02/118813592,,Inactive,,,,0,,,4.4495,0.9491,14,0.2299,4,0 0 0 0 0 0 0,14.0448,,,,,,,-0.3451,,2.8782,,,0.2288,,-2.3084,,0,,,13.0788,,14.0448,,,,QC'd by Prestwick Chemical; Inc.
770,144203800,5702242,Inactive,0,http://assay.nih.gov/htsws/rest/display/mdr-p1-kb31-fda/NCGC00015872-05/118815862,,Inactive,,,,0,,,4.9549,0.76,-19.5625,0.5,4,0 0 0 0 0 0 0,-16.3021,,,,,,,,-1.3096,,,2.4823,,-6.5772,,1.9055,,,1.4135,,4.3857,,-16.3021,,,QC'd by BIOMOL
771,144203801,3001055,Inactive,0,http://assay.nih.gov/htsws/rest/display/mdr-p1-kb31-fda/NCGC00015876-07/118813540,,Inactive,,,,0,,,2.3332,0.5726,15.5,0.7993,4,0 0 0 0 0 0 0,15.0381,,,,,,,,11.3273,,,-2.2567,,-3.0839,,-1.7861,,,0,,8.4965,,15.0381,,,QC'd by BIOMOL
772,144203802,5074,Inactive,0,http://assay.nih.gov/htsws/rest/display/mdr-p1-kb31-fda/NCGC00015877-06/118816008,,Inactive,,,,0,,,,,,,4,,-12.6897,,,,,,,,4.3385,,,-10.0872,,-26.5508,,4.4827,,,-1.2054,,0.4085,,-12.6897,,,QC'd by SigmaAldrich
773,144203804,5073,Inactive,0,http://assay.nih.gov/htsws/rest/display/mdr-p1-kb31-fda/NCGC00015883-05/118813649,,Inactive,,,,0,,,2.2526,0.4015,-5.4736,0,4,0 0 0 0 0 0 0,-4.978,,,,,,,,2.3192,,,-0.3998,,-0.2556,,-4.1771,,,3.5491,,-2.1044,,-4.978,,,QC'd by BIOMOL
774,144203806,54900,Inactive,0,http://assay.nih.gov/htsws/rest/display/mdr-p1-kb31-fda/NCGC00015889-05/118815254,,Inactive,,,,0,,,,,,,4,,-14.1307,,,,,,,,-0.8392,,,-2.7323,,-6.3049,,-8.9767,,,4.0708,,-5.2901,,-14.1307,,,QC'd by SigmaAldrich
775,144203807,5095,Inactive,0,http://assay.nih.gov/htsws/rest/display/mdr-p1-kb31-fda/NCGC00015893-02/118813646,,Inactive,,,,0,,,3.99,0.818,12,-8.5025,4,0 0 0 0 0 0 1,-0.5692,,,,,,,,-10.7994,,,-0.6956,,-14.5854,,-4.0354,,,14.0745,,9.5148,,-0.5692,,,QC'd by Microsource
776,144203808,445154,Inactive,0,http://assay.nih.gov/htsws/rest/display/mdr-p1-kb31-fda/NCGC00015894-02/118815080,,Activator,9.8784,40.885,,0,Single point of activity,-5.0053,4.095,0.9325,38.3133,-2.5717,3,0 0 0 0 0 0 0,36.2433,,,,,,,-2.6921,,2.2458,,,-0.3347,,-10.6328,,-2.2105,,,-1.4578,,36.2433,,,,QC'd by Prestwick Chemical; Inc.
777,144203809,56959,Inactive,0,http://assay.nih.gov/htsws/rest/display/mdr-p1-kb31-fda/NCGC00015897-02/118813654,,Inactive,,,,0,,,,,,,4,,4.4658,,,,,,,,1.0997,,,10.8505,,1.1113,,1.6414,,,4.544,,13.0689,,4.4658,,,QC'd by Microsource
778,144203810,37542,Inactive,0,http://assay.nih.gov/htsws/rest/display/mdr-p1-kb31-fda/NCGC00015904-02/118815515,,Inactive,,,,0,,,1.2876,0.9314,8.5,-5.1479,4,0 0 0 0 0 0 0,6.5489,,,,,,,,-6.7899,,,-2.7122,,-4.8651,,-0.9207,,,4.945,,10.1312,,6.5489,,,QC'd by Microsource
779,144203811,5268,Inactive,0,http://assay.nih.gov/htsws/rest/display/mdr-p1-kb31-fda/NCGC00015908-05/118815170,,Inactive,,,,0,,,4.9549,0.5353,2.5,-6.144,4,0 0 0 0 0 0 1,-9.567,,,,,,,,-7.4514,,,-9.4697,,1.1991,,-9.7033,,,1.3968,,2.37,,-9.567,,,QC'd by BIOMOL
780,144203813,5335,Inactive,0,http://assay.nih.gov/htsws/rest/display/mdr-p1-kb31-fda/NCGC00015925-02/118814421,,Inactive,,,,0,,,4.9549,0.3668,2,-7.0108,4,0 0 0 0 0 0 1,-3.1341,,,,,,,-5.3346,,5.1362,,,1.7246,,-5.4257,,3.3279,,,5.7787,,-3.1341,,,,QC'd by Prestwick Chemical; Inc.
781,144203814,131746,Inactive,0,http://assay.nih.gov/htsws/rest/display/mdr-p1-kb31-fda/NCGC00015931-04/118815250,,Inactive,,,,0,,,,,,,4,,2.0036,,,,,,,,3.2753,,,2.0842,,-15.4082,,1.2797,,,-0.4719,,2.3579,,2.0036,,,QC'd by BIOMOL
782,144203815,72124,Inactive,0,http://assay.nih.gov/htsws/rest/display/mdr-p1-kb31-fda/NCGC00015947-02/118815327,,Inactive,,,,0,,,4.9549,0.5035,-13.9073,2,4,0 0 0 0 0 0 1,6.0615,,,,,,,,7.0194,,,3.3662,,-8.5829,,2.3854,,,5.2453,,-11.5894,,6.0615,,,QC'd by Tocris
783,144203816,5233,Inactive,0,http://assay.nih.gov/htsws/rest/display/mdr-p1-kb31-fda/NCGC00015954-02/118816029,,Inactive,,,,0,,,4.9549,0.6168,7,1.0447,4,0 0 0 0 0 0 0,6.8563,,,,,,,,1.8193,,,1.2541,,2.9787,,2.4589,,,-2.8794,,4.913,,6.8563,,,QC'd by SigmaAldrich
784,144203818,8515,Inactive,0,http://assay.nih.gov/htsws/rest/display/mdr-p1-kb31-fda/NCGC00015958-03/118816049,,Inactive,,,,0,,,,,,,4,,-0.4845,,,,,,,,-17.3248,,,4.6955,,3.6443,,-15.0699,,,6.2305,,-12.0442,,-0.4845,,,QC'd by SigmaAldrich
785,144203819,5154,Inactive,0,http://assay.nih.gov/htsws/rest/display/mdr-p1-kb31-fda/NCGC00015959-03/118815830,,Activator,4.6109,36.9105,,0,Single point of activity,-5.3362,3.5722,0.8339,36.6897,-0.2208,3,0 0 0 0 0 0 1,-95.6778,,,,,,,,10.1782,,,-4.2044,,-8.2663,,0.9246,,,0.9749,,33.7216,,-95.6778,,,QC'd by Prestwick Chemical; Inc.
786,144203820,5265,Inactive,0,http://assay.nih.gov/htsws/rest/display/mdr-p1-kb31-fda/NCGC00015964-09/118814004,,Inactive,,,,0,,,2.7202,0.9944,3,-6.6747,4,0 0 0 0 0 0 1,-7.2007,,,,,,,,-6.7936,,,-6.501,,-6.8123,,0.8173,,,3.4276,,2.6247,,-7.2007,,,QC'd by BIOMOL
787,144203821,1548887,Inactive,0,http://assay.nih.gov/htsws/rest/display/mdr-p1-kb31-fda/NCGC00015970-02/118815788,,Inactive,,,,0,,,4.9549,0.3508,-2.7433,3,4,0 0 0 0 0 0 1,5.6448,,,,,,,,3.4474,,,6.7827,,-3.1195,,5.4143,,,1.0318,,-2.9674,,5.6448,,,QC'd by Prestwick Chemical; Inc.
788,144203822,3448,Inactive,0,http://assay.nih.gov/htsws/rest/display/mdr-p1-kb31-fda/NCGC00015982-05/118814900,,Inactive,,,,0,,,,,,,4,,-7.0749,,,,,,,,-13.4377,,,-1.7444,,-3.2891,,6.2984,,,-14.3016,,-12.5573,,-7.0749,,,QC'd by BIOMOL
789,144203823,656665,Inactive,0,http://assay.nih.gov/htsws/rest/display/mdr-p1-kb31-fda/NCGC00015984-03/118813349,,Inactive,,,,0,,,4.9549,0.3909,-6.2911,1.5,4,0 0 0 0 0 0 0,-8.8614,,,,,,,,0.1608,,,-11.4926,,-7.1919,,-2.2725,,,-4.5247,,-4.085,,-8.8614,,,QC'd by BIOMOL
790,144203824,24871267,Inactive,0,http://assay.nih.gov/htsws/rest/display/mdr-p1-kb31-fda/NCGC00015985-03/118815641,,Inactive,,,,0,,,4.9549,0.5355,2,-4.8345,4,0 0 0 0 0 0 0,1.3391,,,,,,,,-7.4263,,,0.6996,,-3.0056,,-8.1954,,,-6.1598,,2.2389,,1.3391,,,QC'd by Tocris
791,144203825,5387,Inactive,0,http://assay.nih.gov/htsws/rest/display/mdr-p1-kb31-fda/NCGC00015987-05/118815981,,Inactive,,,,0,,,1.1,0.5669,7,0.2728,4,0 0 0 0 0 0 0,6.9745,,,,,,,,4.5954,,,-0.9309,,-3.106,,2.289,,,3.3021,,5.6309,,6.9745,,,QC'd by BIOMOL
792,144203826,5426,Inactive,0,http://assay.nih.gov/htsws/rest/display/mdr-p1-kb31-fda/NCGC00015989-09/118813356,,Inactive,,,,0,,,4.9549,0.3287,2,-7.709,4,0 0 0 0 0 0 0,0.8296,,,,,,,,-6.0075,,,6.8678,,-0.0729,,-4.0816,,,0,,8.6544,,0.8296,,,QC'd by SigmaAldrich
793,144203827,5702214,Inactive,0,http://assay.nih.gov/htsws/rest/display/mdr-p1-kb31-fda/NCGC00015996-02/118813721,,Inactive,,,,0,,,,,,,4,,6.2706,,,,,,,-13.0431,,4.4521,,,-13.9088,,7.2599,,-11.405,,,-8.8247,,6.2706,,,,QC'd by Prestwick Chemical; Inc.
794,144203829,5454,Inactive,0,http://assay.nih.gov/htsws/rest/display/mdr-p1-kb31-fda/NCGC00015998-04/118813500,,Inactive,,,,0,,,4.9549,0.4969,19.5,1.5387,4,0 0 0 0 0 0 1,-1.8761,,,,,,,,-2.0542,,,18.8623,,-7.8844,,-3.5358,,,19.8388,,18.673,,-1.8761,,,QC'd by Timtec
795,144203830,5505,Inactive,0,http://assay.nih.gov/htsws/rest/display/mdr-p1-kb31-fda/NCGC00015999-10/118813707,,Inactive,,,,0,,,4.9549,0.5836,4.5,-11.3019,4,0 0 0 0 0 0 0,3.9611,,,,,,,,-10.3595,,,-18.5849,,0.8857,,-16.5157,,,9.3303,,-0.6013,,3.9611,,,QC'd by BIOMOL
796,144203831,3117,Inactive,0,http://assay.nih.gov/htsws/rest/display/mdr-p1-kb31-fda/NCGC00016000-08/118815753,,Inactive,,,,0,,,4.9549,0.8531,2.5,-6.3778,4,0 0 0 0 0 0 0,0.8822,,,,,,,,-6.8768,,,-9.0649,,-5.4139,,-4.1196,,,-5.2261,,3.988,,0.8822,,,QC'd by SigmaAldrich
797,144203832,5503,Inactive,0,http://assay.nih.gov/htsws/rest/display/mdr-p1-kb31-fda/NCGC00016009-10/118814368,,Inactive,,,,0,,,2.7202,0.4149,-10.8922,-1.5,4,0 0 0 0 0 0 1,3.8829,,,,,,,,-10.7783,,,6.9131,,-1.5718,,-9.5321,,,-11.1602,,-10.4724,,3.8829,,,QC'd by BIOMOL
798,144203833,5610,Inactive,0,http://assay.nih.gov/htsws/rest/display/mdr-p1-kb31-fda/NCGC00016011-08/118814062,,Inactive,,,,0,,,,,,,4,,-7.4849,,,,,,,,2.3675,,,-13.4232,,-0.4815,,7.859,,,-0.9298,,-6.0204,,-7.4849,,,QC'd by BIOMOL
