PUBCHEM_RESULT_TAG,PUBCHEM_SID,PUBCHEM_CID,PUBCHEM_ACTIVITY_OUTCOME,PUBCHEM_ACTIVITY_SCORE,PUBCHEM_ACTIVITY_URL,PUBCHEM_ASSAYDATA_COMMENT,Phenotype,Potency,Efficacy,Activity_Score,Curve_Description,Fit_LogAC50,Fit_HillSlope,Fit_R2,Fit_InfiniteActivity,Fit_ZeroActivity,Fit_CurveClass,Excluded_Points,Max_Response,Activity at 0.0000457000 uM,Activity at 0.0001972026 uM,Activity at 0.0003839484 uM,Activity at 0.0008898812 uM,Activity at 0.00155 uM,Activity at 0.00213 uM,Activity at 0.00547 uM,Activity at 0.00919 uM,Activity at 0.017 uM,Activity at 0.027 uM,Activity at 0.052 uM,Activity at 0.092 uM,Activity at 0.191 uM,Activity at 0.436 uM,Activity at 0.684 uM,Activity at 1.305 uM,Activity at 2.310 uM,Activity at 4.906 uM,Activity at 10.69 uM,Activity at 15.09 uM,Activity at 33.08 uM,Activity at 57.10 uM,Activity at 112.0 uM,Activity at 226.8 uM,Activity at 254.9 uM,Compound QC
RESULT_TYPE,,,,,,,STRING,STRING,STRING,STRING,STRING,STRING,STRING,STRING,STRING,STRING,STRING,STRING,STRING,STRING,STRING,STRING,STRING,STRING,STRING,STRING,STRING,STRING,STRING,STRING,STRING,STRING,STRING,STRING,STRING,STRING,STRING,STRING,STRING,STRING,STRING,STRING,STRING,STRING,STRING
983,376241777,124201669,Inconclusive,10,http://assay.nih.gov/htsws/rest/display/zika-ns2b-ns3-rhodamine-p1-CANVASS/NCGC00488625-01/222160920,,Inhibitor,69.6714,34.0861,10,Single point of activity,-4.1569,1.1,0.736,-38.0861,-4,-3,0 0 0 0 0 0 0 0 0 0 0,-30.0718,,,,,,-1.0384,-6.0119,,-11.8439,,0.5787,,-7.8314,-3.3354,,-4.8756,,-3.5012,,-11.6672,-9.3243,,-30.0718,,,QC'd by CANVASS
984,376241782,134828001,Inconclusive,10,http://assay.nih.gov/htsws/rest/display/zika-ns2b-ns3-rhodamine-p1-CANVASS/NCGC00488504-01/222160925,,Inhibitor,55.3419,36.2219,10,Partial curve; partial efficacy; poor fit,-4.2569,1.9673,0.8996,-26.7219,9.5,-2.4,0 0 0 0 0 0 0 0 0 0 0,-23.935,,,,,,11.4133,10.8734,,11.8605,,8.832,,9.8014,8.9392,,6.8859,,8.1869,,1.8107,3.5135,,-23.935,,,QC'd by CANVASS
985,376241783,134828038,Inconclusive,10,http://assay.nih.gov/htsws/rest/display/zika-ns2b-ns3-rhodamine-p1-CANVASS/NCGC00488482-01/222160926,,Inhibitor,55.3419,28.7922,10,Partial curve; partial efficacy; poor fit,-4.2569,1.5095,0.8246,-43.4881,-14.696,-2.4,0 0 0 0 0 0 0 0 0 0 0,-38.1475,,,,,,-12.869,-12.6536,,-13.7519,,-11.8369,,-12.0088,-20.8948,,-11.83,,-20.8086,,-18.6438,-22.9634,,-38.1475,,,QC'd by CANVASS
986,376241790,70789332,Inconclusive,10,http://assay.nih.gov/htsws/rest/display/zika-ns2b-ns3-rhodamine-p1-CANVASS/NCGC00488479-01/222160933,,Inhibitor,49.3236,56.6669,10,Single point of activity,-4.3069,2.3332,0.9636,-47.1214,9.5456,-3,0 0 0 0 0 0 0 0 0 0 0,-41.5785,,,,,,13.8774,12.843,,5.8499,,8.7199,,11.697,9.5585,,5.8973,,11.061,,2.8512,-7.8943,,-41.5785,,,QC'd by CANVASS
987,376241798,23654361,Inconclusive,10,http://assay.nih.gov/htsws/rest/display/zika-ns2b-ns3-rhodamine-p1-CANVASS/NCGC00488742-01/222160941,,Inhibitor,6.9671,33.4863,10,Partial curve; partial efficacy; poor fit,-5.1569,0.3,0.8034,-12.4863,21,-2.4,0 0 0 0 0 0 0 0 0 0 0,-7.072,,,,,,20.3094,15.279,,14.1261,,15.607,,14.6346,10.2655,,11.4394,,-1.2338,,4.7808,5.7465,,-7.072,,,QC'd by CANVASS
988,376241799,10979572,Inconclusive,10,http://assay.nih.gov/htsws/rest/display/zika-ns2b-ns3-rhodamine-p1-CANVASS/NCGC00488763-01/222160942,,Inhibitor,62.0947,27.8809,10,Partial curve; partial efficacy; poor fit,-4.2069,1.21,0.7668,-46.3089,-18.428,-2.4,0 0 0 0 0 0 0 0 0 0 0,-38.5907,,,,,,-14.1066,-20.637,,-15.5499,,-17.567,,-17.078,-26.6966,,-17.3954,,-19.4486,,-24.5024,-26.1827,,-38.5907,,,QC'd by CANVASS
989,376241806,53231603,Inconclusive,10,http://assay.nih.gov/htsws/rest/display/zika-ns2b-ns3-rhodamine-p1-CANVASS/NCGC00488948-01/222160949,,Inhibitor,87.7111,40.2117,10,Single point of activity,-4.0569,4.9549,0.8845,-29.2117,11,-3,0 0 0 0 0 0 0 0 0 0 0,-21.0098,,,,,,7.3214,9.1005,,11.0621,,11.0692,,5.0141,9.7278,,11.1411,,17.7727,,14.0749,13.716,,-21.0098,,,QC'd by CANVASS
990,376241810,5351130,Inconclusive,10,http://assay.nih.gov/htsws/rest/display/zika-ns2b-ns3-rhodamine-p1-CANVASS/NCGC00488808-01/222160953,,Inhibitor,87.7111,53.3662,10,Partial curve; partial efficacy; poor fit,-4.0569,2.4064,0.9736,-85.0043,-31.6382,-2.4,0 0 0 0 0 0 0 0 1 0 0,-66.67,,,,,,-30.6365,-32.5822,,-29.6985,,-35.1992,,-34.0071,-30.7293,,-30.6298,,-29.9734,,-82.1669,-37.0109,,-66.67,,,QC'd by CANVASS
991,376241812,44543740,Inconclusive,10,http://assay.nih.gov/htsws/rest/display/zika-ns2b-ns3-rhodamine-p1-CANVASS/NCGC00488743-01/222160955,,Inhibitor,0.1104,19.876,10,Complete curve; partial efficacy; poor fit,-6.9569,2.0479,0.6753,-35.9907,-16.1147,-1.4,0 0 0 0 0 0 0 0 0 0 0,-20.8292,,,,,,-14.2622,-14.7513,,-19.1399,,-20.207,,-27.9532,-36.4546,,-43.7403,,-43.1302,,-41.4433,-30.5647,,-20.8292,,,QC'd by CANVASS
992,376241813,134827942,Inconclusive,10,http://assay.nih.gov/htsws/rest/display/zika-ns2b-ns3-rhodamine-p1-CANVASS/NCGC00488567-01/222160956,,Inhibitor,43.9597,30.3594,10,Partial curve; partial efficacy; poor fit,-4.3569,1.1341,0.9264,-16.3594,14,-2.4,0 0 0 0 0 0 0 0 0 0 0,-10.2995,,,,,,11.9925,17.1713,,15.7569,,14.5125,,11.5044,14.4557,,14.4723,,7.8178,,8.9215,1.3055,,-10.2995,,,QC'd by CANVASS
993,376241817,132430,Inconclusive,10,http://assay.nih.gov/htsws/rest/display/zika-ns2b-ns3-rhodamine-p1-CANVASS/NCGC00488570-01/222160960,,Inhibitor,55.3419,35.6532,10,Partial curve; partial efficacy; poor fit,-4.2569,0.4,0.8515,-54.4172,-18.764,-2.4,0 0 0 0 0 0 0 0 0 0 0,-41.2252,,,,,,-17.3034,-21.0776,,-18.1357,,-23.1102,,-20.5511,-30.2105,,-23.7039,,-25.9943,,-29.3074,-34.7899,,-41.2252,,,QC'd by CANVASS
994,376241820,15214986,Inconclusive,10,http://assay.nih.gov/htsws/rest/display/zika-ns2b-ns3-rhodamine-p1-CANVASS/NCGC00488624-01/222160963,,Inhibitor,55.3419,29.2072,10,Partial curve; partial efficacy; poor fit,-4.2569,2.2526,0.9121,-26.2072,3,-2.4,0 0 0 0 0 0 0 0 0 0 0,-23.506,,,,,,4.6025,2.5668,,6.6515,,5.8112,,0.5618,3.1786,,1.061,,1.2126,,-1.8727,-3.6156,,-23.506,,,QC'd by CANVASS
995,376241828,134828023,Inconclusive,10,http://assay.nih.gov/htsws/rest/display/zika-ns2b-ns3-rhodamine-p1-CANVASS/NCGC00488740-01/222160971,,Inhibitor,55.3419,32.3264,10,Partial curve; partial efficacy; poor fit,-4.2569,2.2526,0.9116,-20.3264,12,-2.4,0 0 0 0 0 0 0 0 0 0 0,-16.9387,,,,,,14.8892,9.2793,,14.9583,,12.1274,,13.4526,11.6487,,10.4486,,11.1363,,5.5337,5.371,,-16.9387,,,QC'd by CANVASS
996,376241832,11008793,Inconclusive,10,http://assay.nih.gov/htsws/rest/display/zika-ns2b-ns3-rhodamine-p1-CANVASS/NCGC00488592-01/222160975,,Inhibitor,55.3419,27.7984,10,Partial curve; partial efficacy; poor fit,-4.2569,3.0654,0.8204,-16.2984,11.5,-2.4,0 0 0 0 0 0 0 0 0 0 0,-15.2487,,,,,,3.7186,18.8632,,14.7828,,9.203,,11.3577,10.8771,,11.2109,,13.8886,,9.9203,5.8654,,-15.2487,,,QC'd by CANVASS
997,376241836,44543745,Inconclusive,10,http://assay.nih.gov/htsws/rest/display/zika-ns2b-ns3-rhodamine-p1-CANVASS/NCGC00488646-01/222160979,,Inhibitor,55.3419,34.0032,10,Partial curve; partial efficacy; poor fit,-4.2569,3.0654,0.8871,-27.3673,6.6359,-2.4,0 0 0 0 0 0 0 0 0 0 0,-28.1458,,,,,,9.0657,2.8923,,14.5717,,9.4633,,6.4328,6.8099,,3.0394,,3.628,,3.4651,-0.7458,,-28.1458,,,QC'd by CANVASS
998,376241848,44543726,Inconclusive,10,http://assay.nih.gov/htsws/rest/display/zika-ns2b-ns3-rhodamine-p1-CANVASS/NCGC00488637-01/222160991,,Inhibitor,55.3419,43.8372,10,Single point of activity,-4.2569,2.4064,0.8856,-25.0098,18.8273,-3,0 0 0 0 0 0 0 0 0 0 0,-24.8214,,,,,,21.0422,22.6101,,22.9365,,18.7216,,19.9557,20.5057,,10.0642,,16.6437,,11.7308,10.1779,,-24.8214,,,QC'd by CANVASS
999,376241849,14239577,Inconclusive,10,http://assay.nih.gov/htsws/rest/display/zika-ns2b-ns3-rhodamine-p1-CANVASS/NCGC00488664-01/222160992,,Inhibitor,55.3419,25.9935,10,Partial curve; partial efficacy; poor fit,-4.2569,1.6924,0.8468,-42.9688,-16.9753,-2.4,0 0 0 0 0 0 0 0 0 0 0,-37.6919,,,,,,-13.1903,-12.8961,,-22.6624,,-15.5296,,-16.8161,-18.4316,,-16.1711,,-20.2058,,-18.4463,-26.1245,,-37.6919,,,QC'd by CANVASS
1000,376241855,5381458,Inconclusive,10,http://assay.nih.gov/htsws/rest/display/zika-ns2b-ns3-rhodamine-p1-CANVASS/NCGC00488693-01/222160998,,Inhibitor,69.6714,31.5,10,Partial curve; partial efficacy; poor fit,-4.1569,2.2526,0.8786,-4,27.5,-2.4,0 0 0 0 0 0 0 0 0 0 0,0.7612,,,,,,28.9732,26.8513,,24.0943,,25.8697,,31.2172,29.9714,,30.971,,23.2554,,24.621,23.5102,,0.7612,,,QC'd by CANVASS
1001,376241861,21769900,Inconclusive,10,http://assay.nih.gov/htsws/rest/display/zika-ns2b-ns3-rhodamine-p1-CANVASS/NCGC00488696-01/222161004,,Inhibitor,19.6361,33.7603,10,Single point of activity,-4.7069,2.3332,0.8831,-37.2603,-3.5,-3,0 0 0 0 0 0 0 0 0 0 1,11.9044,,,,,,-4.824,1.7036,,-4.8772,,-3.5884,,-5.4113,-8.7982,,-1.2205,,-6.0809,,-8.0215,-36.5297,,11.9044,,,QC'd by CANVASS
1002,376241873,134827973,Inconclusive,10,http://assay.nih.gov/htsws/rest/display/zika-ns2b-ns3-rhodamine-p1-CANVASS/NCGC00488747-01/222161016,,Inhibitor,15.5975,28.9937,10,Partial curve; partial efficacy; poor fit,-4.8069,3.5117,0.9353,-43.375,-14.3812,-2.4,0 0 0 0 0 0 0 0 0 0 1,-17.6742,,,,,,-13.9335,-16.4409,,-12.8449,,-12.9646,,-19.7403,-11.151,,-13.566,,-13.1668,,-23.2758,-42.5245,,-17.6742,,,QC'd by CANVASS
1003,376241876,53231603,Inconclusive,10,http://assay.nih.gov/htsws/rest/display/zika-ns2b-ns3-rhodamine-p1-CANVASS/NCGC00488477-01/222161020,,Inhibitor,87.7111,77.9306,10,Single point of activity,-4.0569,4.9549,0.9823,-93.7601,-15.8295,-3,0 0 0 0 0 0 0 0 0 0 0,-77.091,,,,,,-13.747,-18.5534,,-12.8367,,-18.213,,-20.3,-15.5678,,-15.2383,,-18.0954,,-13.07,-15.8832,,-77.091,,,QC'd by CANVASS
1004,376242718,25258999,Inconclusive,10,http://assay.nih.gov/htsws/rest/display/zika-ns2b-ns3-rhodamine-p1-CANVASS/NCGC00488452-01/222161122,,Inhibitor,49.3236,44.1571,10,Single point of activity,-4.3069,1,0.7303,-41.9144,2.2426,-3,0 0 0 0 0 0 0 0 0 0 0,-33.0476,,,,,,-2.7416,-8.0765,,4.3113,,12.0999,,0.6737,9.5301,,2.4828,,-2.3927,,-13.0912,-9.2587,,-33.0476,,,QC'd by CANVASS
1005,124894207,216237,Inactive,0,http://assay.nih.gov/htsws/rest/display/zika-ns2b-ns3-rhodamine-p1-NPACT/NCGC00183001-01/222279950,,Inactive,,,0,,-7.55,4.9549,0.5873,16.5,7.5,4,0 0 0 0 0 1,7.1011,,,,,,,,,8.4392,,,17.7354,,12.015,,,16.442,,20.6592,,,7.1011,,,,QC'd by Pharmaron
1006,124894552,60810,Inactive,0,http://assay.nih.gov/htsws/rest/display/zika-ns2b-ns3-rhodamine-p1-NPACT/NCGC00183837-01/222279792,,Inactive,,,0,,-4.95,3.9295,0.8618,22,-2.8546,4,0 0 0 0 0 0,21.5065,,,,,,,,,-7.7955,,,-1.6128,,4.2156,,,-5.6117,,10.3001,,,21.5065,,,,QC'd by Pharmaron
1007,124894559,44341401,Inactive,0,http://assay.nih.gov/htsws/rest/display/zika-ns2b-ns3-rhodamine-p1-NPACT/NCGC00183844-01/222279918,,Inactive,,,0,,,,,0,0,4,,-5.2536,,,,,,,,,0,,,-0.54,,-0.6811,,,-5.4658,,-1.0007,,,-5.2536,,,,QC'd by Pharmaron
1008,124894563,151173,Inactive,0,http://assay.nih.gov/htsws/rest/display/zika-ns2b-ns3-rhodamine-p1-NPACT/NCGC00183848-01/222283559,,Inactive,,,0,,-5.1,4.9549,0.8946,-2,12.5,4,0 0 0 0 1,16.4317,,,,,,,,,14.2572,,,9.5333,,,,,13.9488,,0,,,16.4317,,,,QC'd by Pharmaron
1009,137275899,57519528,Inactive,0,http://assay.nih.gov/htsws/rest/display/zika-ns2b-ns3-rhodamine-p1-NPACT/NCGC00250398-01/222281318,,Inactive,,,0,,-6.65,3.0654,0.8773,8.5,-14.1808,4,0 0 0 0 0 0,1.9526,,,,,,,,-10.6825,,,-16.8173,,-2.968,,,11.2786,,11.7195,,,1.9526,,,,,QC'd by Selleck
1010,137275920,10158562,Inactive,0,http://assay.nih.gov/htsws/rest/display/zika-ns2b-ns3-rhodamine-p1-NPACT/NCGC00263016-01/222279533,,Inactive,,,0,,-6,4.9549,0.544,3,18.5,4,0 0 0 0 0 0,10.0075,,,,,,,,,19.3304,,,14.5295,,21.0191,,,1.3277,,9.5614,,,10.0075,,,,QC'd by NCGCChem
1011,137275921,25105690,Inactive,0,http://assay.nih.gov/htsws/rest/display/zika-ns2b-ns3-rhodamine-p1-NPACT/NCGC00263017-01/222279615,,Inactive,,,0,,-6.5,4.095,0.4587,29.4812,-0.2336,4,1 0 0 0 0 0,52.3363,,,,,,,,,23.0431,,,0,,24.1586,,,21.6322,,15.2294,,,52.3363,,,,QC'd by NCGCChem
1012,137275922,53484170,Inactive,0,http://assay.nih.gov/htsws/rest/display/zika-ns2b-ns3-rhodamine-p1-NPACT/NCGC00263018-01/222279728,,Inactive,,,0,,,,,0,0,4,,0,,,,,,,,,1.1249,,,8.2172,,0,,,20.5772,,0,,,0,,,,QC'd by NCGCChem
1013,137275923,9829162,Inactive,0,http://assay.nih.gov/htsws/rest/display/zika-ns2b-ns3-rhodamine-p1-NPACT/NCGC00263019-01/222279885,,Inactive,,,0,,-4.75,1.0693,0.826,-10.2902,7,4,0 0 0 0 0 0,-7.7418,,,,,,,,,11.3893,,,6.1686,,4.5043,,,3.366,,2.5266,,,-7.7418,,,,QC'd by NCGCChem
1014,137275924,45279469,Inactive,0,http://assay.nih.gov/htsws/rest/display/zika-ns2b-ns3-rhodamine-p1-NPACT/NCGC00263020-01/222279838,,Inactive,,,0,,,,,0,0,4,,-1.026,,,,,,,,,-8.6708,,,0,,-2.1339,,,-6.8396,,-5.296,,,-1.026,,,,QC'd by NCGCChem
1015,137276087,24771867,Inactive,0,http://assay.nih.gov/htsws/rest/display/zika-ns2b-ns3-rhodamine-p1-NPACT/NCGC00263271-01/222279969,,Activator,28.1838,116.6657,0,Partial curve; high efficacy; poor fit,-4.55,1.5296,0.9273,123.2031,6.5374,2.3,1 0 0 0 0 0,94.626,,,,,,,,,22.4699,,,0,,0,,,26.8094,,24.4091,,,94.626,,,,QC'd by Selleck
1016,144206445,60196335,Inactive,0,http://assay.nih.gov/htsws/rest/display/zika-ns2b-ns3-rhodamine-p1-CANVASS/NCGC00247726-01/222161026,,Inactive,,,0,,-4.0069,4.9549,0.5788,34.5,20.5,4,0 0 0 0 0 0 0 0 0 0 0,29.9672,,,,,,19.6357,18.5677,,19.2886,,25.3736,,21.2528,17.8185,,24.4478,,20.6223,,19.5211,18.1967,,29.9672,,,QC'd by RTI
1017,144206753,3047798,Inactive,0,http://assay.nih.gov/htsws/rest/display/zika-ns2b-ns3-rhodamine-p1-NPACT/NCGC00249416-01/222280292,,Activator,39.8107,143.0099,0,Single point of activity,-4.4,4.9549,0.982,138.3414,-4.6685,3,0 0 0 0 0 0,117.6373,,,,,,,,,0,,,-1.4406,,-3.3359,,,-1.6214,,-18.0215,,,117.6373,,,,QC'd by NCGCChem
1018,144206800,10251042,Inactive,0,http://assay.nih.gov/htsws/rest/display/zika-ns2b-ns3-rhodamine-p1-NPACT/NCGC00181912-01/222279709,,Inactive,,,0,,-4.95,3.99,0.8409,7.5,17,4,0 0 0 0 0 0,7.7535,,,,,,,,,15.6104,,,14.9007,,18.4886,,,19.5513,,11.9132,,,7.7535,,,,QC'd by Pharmaron
1019,144206802,5282215,Inactive,0,http://assay.nih.gov/htsws/rest/display/zika-ns2b-ns3-rhodamine-p1-NPACT/NCGC00183005-01/222279734,,Activator,31.6228,64.3404,0,Partial curve; partial efficacy,-4.5,2.4729,0.9594,72.931,8.5905,2.2,0 0 0 0 0 0,60.7166,,,,,,,,,2.5272,,,10.3145,,14.7653,,,11.9857,,13.4928,,,60.7166,,,,QC'd by Pharmaron
1020,144206803,27891,Inactive,0,http://assay.nih.gov/htsws/rest/display/zika-ns2b-ns3-rhodamine-p1-NPACT/NCGC00183003-01/222279692,,Inactive,,,0,,-4.45,3.6272,0.9843,21.5,-0.4623,4,0 0 0 0 0 0,18.1883,,,,,,,,,0,,,0,,-2.4686,,,0,,-0.1355,,,18.1883,,,,QC'd by Pharmaron
1021,144206805,4783,Inactive,0,http://assay.nih.gov/htsws/rest/display/zika-ns2b-ns3-rhodamine-p1-NPACT/NCGC00183856-01/222280268,,Inactive,,,0,,-5.95,4.9549,0.9996,22.5,0,4,1 0 0 0 0 1,1.2597,,,,,,,,,24.1468,,,0,,0,,,21.8848,,22.1723,,,1.2597,,,,QC'd by Pharmaron
1022,144206808,210301,Inactive,0,http://assay.nih.gov/htsws/rest/display/zika-ns2b-ns3-rhodamine-p1-NPACT/NCGC00182994-01/222280033,,Inactive,,,0,,,,,0,0,4,,0,,,,,,,,-1.113,,,-8.341,,-3.8942,,,-9.379,,0,,,0,,,,,QC'd by Pharmaron
1023,144206810,6918126,Inactive,0,http://assay.nih.gov/htsws/rest/display/zika-ns2b-ns3-rhodamine-p1-NPACT/NCGC00183048-01/222279614,,Inactive,,,0,,,,,0,0,4,,-4.3912,,,,,,,,,0,,0,,,0,,-2.7578,,,0,,-4.3912,,,,,QC'd by Pharmaron
1024,144206811,9811353,Inactive,0,http://assay.nih.gov/htsws/rest/display/zika-ns2b-ns3-rhodamine-p1-NPACT/NCGC00183833-01/222280204,,Inactive,,,0,,-7.9351,4.9549,0.9998,25,0,4,1 0 0 0 0 1,11.1321,,21.8791,,0,,,0,,,24.0976,,24.7714,,,11.1321,,,,,,,,,,,QC'd by Pharmaron
1025,144206813,132916,Inactive,0,http://assay.nih.gov/htsws/rest/display/zika-ns2b-ns3-rhodamine-p1-NPACT/NCGC00183009-01/222280306,,Inactive,,,0,,-4.35,4.9549,0.528,-8.7952,6.5,4,0 0 0 0 0 0,-5.6627,,,,,,,,,-1.6519,,,7.2136,,8.8694,,,5.2993,,12.4325,,,-5.6627,,,,QC'd by Pharmaron
1026,144206816,185457,Inactive,0,http://assay.nih.gov/htsws/rest/display/zika-ns2b-ns3-rhodamine-p1-NPACT/NCGC00182993-01/222279761,,Inactive,,,0,,-5.2,4.9549,0.864,-0.5,20.5,4,0 0 0 0 0 0,0,,,,,,,,,22.4917,,,22.0286,,12.4915,,,24.3233,,0,,,0,,,,QC'd by Pharmaron
1027,144206817,1999,Inactive,0,http://assay.nih.gov/htsws/rest/display/zika-ns2b-ns3-rhodamine-p1-NPACT/NCGC00182986-01/222279450,,Inactive,,,0,,,,,0,0,4,,0.667,,,,,,,,,13.2622,,,11.1503,,0,,,20.7632,,9.0343,,,0.667,,,,QC'd by Pharmaron
1028,144206818,125564,Inactive,0,http://assay.nih.gov/htsws/rest/display/zika-ns2b-ns3-rhodamine-p1-NPACT/NCGC00183858-01/222279881,,Activator,4.4668,14.9309,0,Complete curve; partial efficacy; poor fit,-5.35,4.9549,0.8684,34.4309,19.5,1.4,0 0 0 0 0 0,30.8441,,,,,,,,,16.3376,,,20.8089,,21.554,,,19.3267,,38.3729,,,30.8441,,,,QC'd by Pharmaron
1029,144206820,10133071,Inactive,0,http://assay.nih.gov/htsws/rest/display/zika-ns2b-ns3-rhodamine-p1-NPACT/NCGC00183850-01/222280288,,Inactive,,,0,,-4.35,2.4064,0.3299,9.5,20.5,4,0 0 0 0 0 0,13.3004,,,,,,,,,15.2033,,,26.7526,,16.8798,,,23.5427,,20.0145,,,13.3004,,,,QC'd by Pharmaron
1030,144206822,26602,Inactive,0,http://assay.nih.gov/htsws/rest/display/zika-ns2b-ns3-rhodamine-p1-NPACT/NCGC00183835-01/222279930,,Inactive,,,0,,,,,0,0,4,,19.071,,,,,,,,,20.0527,,,23.0556,,23.5637,,,17.9149,,23.6939,,,19.071,,,,QC'd by Pharmaron
1031,144206823,5282203,Inactive,0,http://assay.nih.gov/htsws/rest/display/zika-ns2b-ns3-rhodamine-p1-NPACT/NCGC00183010-01/222280008,,Inactive,,,0,,-6.25,3.132,0.6974,7.5,16.5,4,0 0 0 0 0 1,12.8898,,,,,,,,,12.9735,,,20.4615,,13.5576,,,5.1903,,9.5869,,,12.8898,,,,QC'd by Pharmaron
1032,144206827,72004,Inactive,0,http://assay.nih.gov/htsws/rest/display/zika-ns2b-ns3-rhodamine-p1-NPACT/NCGC00183836-01/222279583,,Inactive,,,0,,-4.35,4.9549,0.3479,-4,14.5,4,0 1 0 0 0 0,0,,,,,,,,,20.4834,,,108.7007,,0,,,14.7162,,22.9675,,,0,,,,QC'd by Pharmaron
1033,144206828,3309,Inactive,0,http://assay.nih.gov/htsws/rest/display/zika-ns2b-ns3-rhodamine-p1-NPACT/NCGC00182995-01/222280264,,Inactive,,,0,,-6.9,4.9549,0.6853,18.5,8.5,4,0 0 0 0 0 0,20.0554,,,,,,,,,8.6904,,,9.9605,,21.1759,,,12.3356,,20.9326,,,20.0554,,,,QC'd by Pharmaron
1034,144206830,5282450,Inactive,0,http://assay.nih.gov/htsws/rest/display/zika-ns2b-ns3-rhodamine-p1-NPACT/NCGC00183845-01/222279915,,Activator,3.9811,47.1298,0,Single point of activity,-5.4,4.5045,0.988,43.4763,-3.6535,3,0 0 0 0 0 1,-6.7452,,,,,,,,,-5.6097,,,-5.3976,,0,,,0,,42.8289,,,-6.7452,,,,QC'd by Pharmaron
1035,144206831,6918106,Inactive,0,http://assay.nih.gov/htsws/rest/display/zika-ns2b-ns3-rhodamine-p1-NPACT/NCGC00183011-01/222280120,,Inactive,,,0,,,,,0,0,4,,0,,,,,,,,,-3.8049,,,-2.2459,,-0.1706,,,-7.0402,,0,,,0,,,,QC'd by Pharmaron
1036,144206832,65870,Inactive,0,http://assay.nih.gov/htsws/rest/display/zika-ns2b-ns3-rhodamine-p1-NPACT/NCGC00182996-01/222280135,,Inactive,,,0,,,,,0,0,4,,-10.801,,,,,,,,,-5.3914,,,-5.485,,-2.9029,,,-2.092,,-11.8254,,,-10.801,,,,QC'd by Pharmaron
1037,144206833,127998,Inactive,0,http://assay.nih.gov/htsws/rest/display/zika-ns2b-ns3-rhodamine-p1-NPACT/NCGC00182987-01/222279552,,Inactive,,,0,,,,,0,0,4,,-0.0483,,,,,,,,,0,,,0,,0,,,-0.076,,0,,,-0.0483,,,,QC'd by Pharmaron
1038,144206834,129319,Inactive,0,http://assay.nih.gov/htsws/rest/display/zika-ns2b-ns3-rhodamine-p1-NPACT/NCGC00182982-01/222279713,,Inactive,,,0,,,,,0,0,4,,-12.3296,,,,,,,,,-12.3008,,,-3.6971,,-0.2636,,,-15.513,,-9.8794,,,-12.3296,,,,QC'd by Pharmaron
1039,144206838,3045414,Inactive,0,http://assay.nih.gov/htsws/rest/display/zika-ns2b-ns3-rhodamine-p1-NPACT/NCGC00183842-01/222279620,,Inactive,,,0,,,,,0,0,4,,-0.5727,,,,,,,,,0,,,-3.0284,,-1.0728,,,0,,-1.8821,,,-0.5727,,,,QC'd by Pharmaron
1040,144206840,65953,Inactive,0,http://assay.nih.gov/htsws/rest/display/zika-ns2b-ns3-rhodamine-p1-NPACT/NCGC00183830-01/222280089,,Inactive,,,0,,-6.9,1.0693,0.7962,26,15.5,4,0 0 0 0 0 1,15.9945,,,,,,,,,16.6589,,,19.8039,,24.9878,,,22.4851,,28.4861,,,15.9945,,,,QC'd by Pharmaron
1041,144206842,443947,Inactive,0,http://assay.nih.gov/htsws/rest/display/zika-ns2b-ns3-rhodamine-p1-NPACT/NCGC00183854-01/222279939,,Inactive,,,0,,,,,0,0,4,,14.8199,,,,,,,,,21.2768,,,30.727,,28.4007,,,0,,22.859,,,14.8199,,,,QC'd by Pharmaron
1042,144206845,164486,Inactive,0,http://assay.nih.gov/htsws/rest/display/zika-ns2b-ns3-rhodamine-p1-NPACT/NCGC00183013-01/222280236,,Inactive,,,0,,,,,0,0,4,,4.3015,,,,,,,,,5.6986,,,3.013,,14.369,,,5.603,,8.1271,,,4.3015,,,,QC'd by Pharmaron
1043,144206846,20749,Inactive,0,http://assay.nih.gov/htsws/rest/display/zika-ns2b-ns3-rhodamine-p1-NPACT/NCGC00183859-01/222279438,,Inactive,,,0,,-4.35,2.7202,0.7339,21.5,9.5,4,0 0 0 0 0 0,17.5426,,,,,,,,,8.8317,,,12.5554,,7.4892,,,11.2886,,8.6465,,,17.5426,,,,QC'd by Pharmaron
1044,144206847,19596,Inactive,0,http://assay.nih.gov/htsws/rest/display/zika-ns2b-ns3-rhodamine-p1-NPACT/NCGC00183014-01/222280258,,Inactive,,,0,,-6.75,4.9549,0.6474,7,-3.2107,4,0 0 0 0 0 1,-2.464,,,,,,,,,-1.2765,,,-4.7589,,11.6019,,,1.1494,,8.4255,,,-2.464,,,,QC'd by Pharmaron
1045,144206849,34051,Inactive,0,http://assay.nih.gov/htsws/rest/display/zika-ns2b-ns3-rhodamine-p1-NPACT/NCGC00182984-01/222280011,,Inactive,,,0,,,,,0,0,4,,-10.1443,,,,,,,,,-7.0917,,,-8.5455,,0.3952,,,-11.4147,,0.1987,,,-10.1443,,,,QC'd by Pharmaron
